property,D,d_prime,r_prime,k0,reconstructed_Gx,verified
Decomposition,4294968273,159072899,15460270,12821110546601083977222366526004960392463090833588002659385462557150,0x79be667ef9dcbbac55a06295ce870b07029bfcdb2dce28d959f2815b16f81798,True
