Index,Candidate_Value_Hex,Candidate_Value_Dec
370,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd035135e,115792089237316195423570985008687907852837564279074904382605163141518161417054
371,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd033d361,115792089237316195423570985008687907852837564279074904382605163141518161335137
372,0x64500,410880
373,0x78503,492803
374,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0339379,115792089237316195423570985008687907852837564279074904382605163141518161318777
375,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd034d37e,115792089237316195423570985008687907852837564279074904382605163141518161400702
376,0x50f,1295
377,0xee50f,976143
378,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0329389,115792089237316195423570985008687907852837564279074904382605163141518161253257
379,0x4518,17688
380,0x44520,279840
381,0x32523,206115
382,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd035f399,115792089237316195423570985008687907852837564279074904382605163141518161474457
383,0xae528,714024
384,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd032d39e,115792089237316195423570985008687907852837564279074904382605163141518161269662
385,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03633a9,115792089237316195423570985008687907852837564279074904382605163141518161490857
386,0x80538,525624
387,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03613b2,115792089237316195423570985008687907852837564279074904382605163141518161482674
388,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02973b2,115792089237316195423570985008687907852837564279074904382605163141518160655282
389,0x2ee540,3073344
390,0x540,1344
391,0x2b2540,2827584
392,0x12c540,1230144
393,0x154540,1393984
394,0x12543,75075
395,0x46540,288064
396,0x6540,25920
397,0x5a540,369984
398,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03093be,115792089237316195423570985008687907852837564279074904382605163141518161122238
399,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd034b3c1,115792089237316195423570985008687907852837564279074904382605163141518161392577
400,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02ed3c1,115792089237316195423570985008687907852837564279074904382605163141518161007553
401,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03333c1,115792089237316195423570985008687907852837564279074904382605163141518161294273
402,0x22550,140624
403,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd00f93c1,115792089237316195423570985008687907852837564279074904382605163141518158959553
404,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd029b3c9,115792089237316195423570985008687907852837564279074904382605163141518160671689
405,0x558,1368
406,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd033b3d1,115792089237316195423570985008687907852837564279074904382605163141518161327057
407,0x34560,214368
408,0xdc563,902499
409,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd031f3d9,115792089237316195423570985008687907852837564279074904382605163141518161212377
410,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03353de,115792089237316195423570985008687907852837564279074904382605163141518161302494
411,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03173e1,115792089237316195423570985008687907852837564279074904382605163141518161179617
412,0x5c570,378224
413,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02fd3f1,115792089237316195423570985008687907852837564279074904382605163141518161073137
414,0x1a0580,1705344
415,0x6580,25984
416,0xec580,968064
417,0x2583,9603
418,0x30588,198024
419,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02cd3fe,115792089237316195423570985008687907852837564279074904382605163141518160876542
420,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd00eb401,115792089237316195423570985008687907852837564279074904382605163141518158902273
421,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd032f401,115792089237316195423570985008687907852837564279074904382605163141518161277953
422,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0361401,115792089237316195423570985008687907852837564279074904382605163141518161482753
423,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd025d401,115792089237316195423570985008687907852837564279074904382605163141518160417793
424,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd01e5401,115792089237316195423570985008687907852837564279074904382605163141518159926273
425,0x2058f,132495
426,0x6a58f,435599
427,0xd6590,877968
428,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02f3401,115792089237316195423570985008687907852837564279074904382605163141518161032193
429,0x5a3,1443
430,0xbe5a8,779688
431,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd036341e,115792089237316195423570985008687907852837564279074904382605163141518161490974
432,0x85b0,34224
433,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd034f432,115792089237316195423570985008687907852837564279074904382605163141518161409074
434,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02e1432,115792089237316195423570985008687907852837564279074904382605163141518160958514
435,0xc5c0,50624
436,0xa5c3,42435
437,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd035b43e,115792089237316195423570985008687907852837564279074904382605163141518161458238
438,0x5d1,1489
439,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02e7449,115792089237316195423570985008687907852837564279074904382605163141518160983113
440,0xb85d8,755160
441,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd035d451,115792089237316195423570985008687907852837564279074904382605163141518161466449
442,0x985e3,624099
443,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02b3459,115792089237316195423570985008687907852837564279074904382605163141518160770137
444,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd028d45e,115792089237316195423570985008687907852837564279074904382605163141518160614494
445,0x5f0,1520
446,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0357469,115792089237316195423570985008687907852837564279074904382605163141518161441897
447,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0287471,115792089237316195423570985008687907852837564279074904382605163141518160589937
448,0x90600,591360
449,0x24603,148995
450,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0275479,115792089237316195423570985008687907852837564279074904382605163141518160516217
451,0x10608,67080
452,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02d947e,115792089237316195423570985008687907852837564279074904382605163141518160925822
453,0x1860f,99855
454,0x3a610,239120
455,0x7a60f,501263
456,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0361489,115792089237316195423570985008687907852837564279074904382605163141518161482889
457,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0363491,115792089237316195423570985008687907852837564279074904382605163141518161491089
458,0x4623,17955
459,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0327499,115792089237316195423570985008687907852837564279074904382605163141518161245337
460,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02ab49e,115792089237316195423570985008687907852837564279074904382605163141518160737438
461,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd032f4a1,115792089237316195423570985008687907852837564279074904382605163141518161278113
462,0x1c638,116280
463,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd035f4b2,115792089237316195423570985008687907852837564279074904382605163141518161474738
464,0x3663f,222783
465,0x4a63f,304703
466,0x63f,1599
467,0x14640,83520
468,0xb0643,722499
469,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02a54b2,115792089237316195423570985008687907852837564279074904382605163141518160712882
470,0xec63f,968255
471,0x2648,9800
472,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd031b4be,115792089237316195423570985008687907852837564279074904382605163141518161196222
473,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03334c1,115792089237316195423570985008687907852837564279074904382605163141518161294529
474,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03214c9,115792089237316195423570985008687907852837564279074904382605163141518161220809
475,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02dd4d1,115792089237316195423570985008687907852837564279074904382605163141518160942289
476,0xc8663,820835
477,0xcc668,837224
478,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03554de,115792089237316195423570985008687907852837564279074904382605163141518161433822
479,0x46670,288368
480,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd030b4e9,115792089237316195423570985008687907852837564279074904382605163141518161130729
481,0x6683,26243
482,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03454f9,115792089237316195423570985008687907852837564279074904382605163141518161368313
483,0xe2688,927368
484,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03594fe,115792089237316195423570985008687907852837564279074904382605163141518161450238
485,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd027f502,115792089237316195423570985008687907852837564279074904382605163141518160557314
486,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0363502,115792089237316195423570985008687907852837564279074904382605163141518161491202
487,0x5468f,345743
488,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0315502,115792089237316195423570985008687907852837564279074904382605163141518161171714
489,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0331502,115792089237316195423570985008687907852837564279074904382605163141518161286402
490,0x2e68f,190095
491,0x690,1680
492,0x52698,337560
493,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0340142,115792089237316195423570985008687907852837564279074904382605163141518161346882
494,0x166a0,91808
495,0x866a3,550563
496,0xe6a8,59048
497,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd035351e,115792089237316195423570985008687907852837564279074904382605163141518161425694
498,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0305521,115792089237316195423570985008687907852837564279074904382605163141518161106209
499,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0325529,115792089237316195423570985008687907852837564279074904382605163141518161237289
500,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02cb531,115792089237316195423570985008687907852837564279074904382605163141518160868657
501,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd033f532,115792089237316195423570985008687907852837564279074904382605163141518161343794
502,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0301532,115792089237316195423570985008687907852837564279074904382605163141518161089842
503,0x1e6c0,124608
504,0x686c3,427715
505,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0323539,115792089237316195423570985008687907852837564279074904382605163141518161229113
506,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02d353e,115792089237316195423570985008687907852837564279074904382605163141518160901438
507,0x1a6d0,108240
508,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0349549,115792089237316195423570985008687907852837564279074904382605163141518161384777
509,0x8a6e0,567008
510,0x6e3,1763
511,0x566e8,354024
512,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd036155e,115792089237316195423570985008687907852837564279074904382605163141518161483102
513,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02fb561,115792089237316195423570985008687907852837564279074904382605163141518161065313
514,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0363571,115792089237316195423570985008687907852837564279074904382605163141518161491313
515,0xc4700,804608
516,0x50703,329475
517,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02b557e,115792089237316195423570985008687907852837564279074904382605163141518160778622
518,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0273581,115792089237316195423570985008687907852837564279074904382605163141518160508289
519,0x270f,9999
520,0x28710,165648
521,0xd070f,853775
522,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0351589,115792089237316195423570985008687907852837564279074904382605163141518161417609
523,0x62718,403224
524,0x96720,616224
525,0x8723,34595
526,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd035d59e,115792089237316195423570985008687907852837564279074904382605163141518161466782
527,0x4730,18224
528,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02e95a9,115792089237316195423570985008687907852837564279074904382605163141518160991657
529,0x738,1848
530,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03475b1,115792089237316195423570985008687907852837564279074904382605163141518161376689
531,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03375b2,115792089237316195423570985008687907852837564279074904382605163141518161311154
532,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd030d5b2,115792089237316195423570985008687907852837564279074904382605163141518161139122
533,0x2a740,173888
534,0x5e743,386883
535,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd035b5b9,115792089237316195423570985008687907852837564279074904382605163141518161458617
536,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd032b5be,115792089237316195423570985008687907852837564279074904382605163141518161262014
537,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02415c1,115792089237316195423570985008687907852837564279074904382605163141518160303553
538,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03135c1,115792089237316195423570985008687907852837564279074904382605163141518161163713
539,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03635c1,115792089237316195423570985008687907852837564279074904382605163141518161491393
540,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02055c1,115792089237316195423570985008687907852837564279074904382605163141518160057793
541,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd035f5c9,115792089237316195423570985008687907852837564279074904382605163141518161475017
542,0x82758,534360
543,0xa760,42848
544,0x7c763,509795
545,0x12768,75624
546,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03635de,115792089237316195423570985008687907852837564279074904382605163141518161491422
547,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd034d5e1,115792089237316195423570985008687907852837564279074904382605163141518161401313
548,0x22780,141184
549,0x90780,591744
550,0x234780,2312064
551,0xc783,51075
552,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03435fe,115792089237316195423570985008687907852837564279074904382605163141518161360382
553,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0291601,115792089237316195423570985008687907852837564279074904382605163141518160631297
554,0x78f,1935
555,0xb2790,731024
556,0xea78f,960399
557,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0341611,115792089237316195423570985008687907852837564279074904382605163141518161352209
558,0x587a3,362403
559,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd030f619,115792089237316195423570985008687907852837564279074904382605163141518161147417
560,0x267a8,157608
561,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd031161e,115792089237316195423570985008687907852837564279074904382605163141518161155614
562,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02ccd01,115792089237316195423570985008687907852837564279074904382605163141518160874753
563,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0361631,115792089237316195423570985008687907852837564279074904382605163141518161483313
564,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0357632,115792089237316195423570985008687907852837564279074904382605163141518161442354
565,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02c9632,115792089237316195423570985008687907852837564279074904382605163141518160860722
566,0x387c0,231360
567,0xda7c3,894915
568,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02a1639,115792089237316195423570985008687907852837564279074904382605163141518160696889
569,0x67c8,26568
570,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd034b63e,115792089237316195423570985008687907852837564279074904382605163141518161393214
571,0x4e7d0,321488
572,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0363649,115792089237316195423570985008687907852837564279074904382605163141518161491529
573,0x27d8,10200
574,0xba7e3,763875
575,0x1fffff,2097151
576,0x7e8,2024
577,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02e365e,115792089237316195423570985008687907852837564279074904382605163141518160967262
578,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0271669,115792089237316195423570985008687907852837564279074904382605163141518160500329
579,0x8ffff,589823
580,0xffff,65535
581,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02b7671,115792089237316195423570985008687907852837564279074904382605163141518160787057
582,0x7ff,2047
583,0x800,2048
584,0x17fe801,25159681
585,0x40803,264195
586,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd034f679,115792089237316195423570985008687907852837564279074904382605163141518161409657
587,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd033d67e,115792089237316195423570985008687907852837564279074904382605163141518161335934
588,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02ad681,115792089237316195423570985008687907852837564279074904382605163141518160746113
589,0x1080f,67599
590,0x8e80f,583695
591,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02f9689,115792089237316195423570985008687907852837564279074904382605163141518161057417
592,0x3e823,256035
593,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd031d69e,115792089237316195423570985008687907852837564279074904382605163141518161204894
594,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03596a1,115792089237316195423570985008687907852837564279074904382605163141518161450657
595,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02856a9,115792089237316195423570985008687907852837564279074904382605163141518160582313
596,0x2c838,182328
597,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03196b1,115792089237316195423570985008687907852837564279074904382605163141518161188529
598,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd027d6b2,115792089237316195423570985008687907852837564279074904382605163141518160549554
599,0xc083f,788543
600,0x2283f,141375
601,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03636b2,115792089237316195423570985008687907852837564279074904382605163141518161491634
602,0x483f,18495
603,0x843,2115
604,0x6683f,419903
605,0x48840,297024
606,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03396be,115792089237316195423570985008687907852837564279074904382605163141518161319614
607,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02eb6c1,115792089237316195423570985008687907852837564279074904382605163141518161000129
608,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03556c9,115792089237316195423570985008687907852837564279074904382605163141518161434313
609,0xd4858,870488
610,0x42863,272483
611,0x20868,133224
612,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd035f6de,115792089237316195423570985008687907852837564279074904382605163141518161475294
613,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd035d6e9,115792089237316195423570985008687907852837564279074904382605163141518161467113
614,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02d76f1,115792089237316195423570985008687907852837564279074904382605163141518160918257
615,0xe0880,919680
616,0x14883,84099
617,0x18888,100488
618,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd028b6fe,115792089237316195423570985008687907852837564279074904382605163141518160606974
619,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02c7701,115792089237316195423570985008687907852837564279074904382605163141518160852737
620,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0361702,115792089237316195423570985008687907852837564279074904382605163141518161483522
621,0xe88f,59535
622,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd033b702,115792089237316195423570985008687907852837564279074904382605163141518161327874
623,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0307702,115792089237316195423570985008687907852837564279074904382605163141518161114882
624,0x9488f,608399
625,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0295702,115792089237316195423570985008687907852837564279074904382605163141518160647938
626,0x8898,34968
627,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0344141,115792089237316195423570985008687907852837564279074904382605163141518161363265
628,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02d1711,115792089237316195423570985008687907852837564279074904382605163141518160893713
629,0x8a0,2208
630,0x28a3,10403
631,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0363719,115792089237316195423570985008687907852837564279074904382605163141518161491737
632,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd029d71e,115792089237316195423570985008687907852837564279074904382605163141518160680734
633,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02a7721,115792089237316195423570985008687907852837564279074904382605163141518160721697
634,0x328b0,207024
635,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0353729,115792089237316195423570985008687907852837564279074904382605163141518161426217
636,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd035b732,115792089237316195423570985008687907852837564279074904382605163141518161458994
637,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02b9732,115792089237316195423570985008687907852837564279074904382605163141518160795442
638,0x5a8c0,370880
639,0x3c8c3,248003
640,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02ff73e,115792089237316195423570985008687907852837564279074904382605163141518161082174
641,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0335749,115792089237316195423570985008687907852837564279074904382605163141518161303369
642,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02b62b2,115792089237316195423570985008687907852837564279074904382605163141518160782002
643,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd032d751,115792089237316195423570985008687907852837564279074904382605163141518161270609
644,0x1c8e3,116963
645,0x728e8,469224
646,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd032975e,115792089237316195423570985008687907852837564279074904382605163141518161254238
647,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0299761,115792089237316195423570985008687907852837564279074904382605163141518160664417
648,0x708f0,461040
649,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02f7769,115792089237316195423570985008687907852837564279074904382605163141518161049449
650,0xa48f8,674040
651,0xe88ff,952575
652,0x168ff,92415
653,0xa8ff,43263
654,0x8ff,2303
655,0x30903,198915
656,0x4c8ff,313599
657,0xa28ff,665855
658,0x348ff,215295
659,0x7e8ff,518399
660,0x24908,149768
661,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd036377e,115792089237316195423570985008687907852837564279074904382605163141518161491838
662,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02df781,115792089237316195423570985008687907852837564279074904382605163141518160951169
663,0x690f,26895
664,0xb490f,739599
665,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02ed791,115792089237316195423570985008687907852837564279074904382605163141518161008529
666,0xa6923,682275
667,0x74928,477480
668,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02c579e,115792089237316195423570985008687907852837564279074904382605163141518160844702
669,0xa0938,657720
670,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03517b2,115792089237316195423570985008687907852837564279074904382605163141518161418162
671,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02db7b2,115792089237316195423570985008687907852837564279074904382605163141518160934834
672,0x6e940,452928
673,0x44943,280899
674,0xc948,51528
675,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03457be,115792089237316195423570985008687907852837564279074904382605163141518161369022
676,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02b77c1,115792089237316195423570985008687907852837564279074904382605163141518160787393
677,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd01637c1,115792089237316195423570985008687907852837564279074904382605163141518159394753
678,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02bb7c1,115792089237316195423570985008687907852837564279074904382605163141518160803777
679,0x4950,18768
680,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd034d7c1,115792089237316195423570985008687907852837564279074904382605163141518161401793
681,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03037c9,115792089237316195423570985008687907852837564279074904382605163141518161098697
682,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03617d1,115792089237316195423570985008687907852837564279074904382605163141518161483729
683,0x960,2400
684,0x1a963,108899
685,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03497de,115792089237316195423570985008687907852837564279074904382605163141518161385438
686,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03637e1,115792089237316195423570985008687907852837564279074904382605163141518161491937
687,0x2970,10608
688,0x60978,395640
689,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd035f7f1,115792089237316195423570985008687907852837564279074904382605163141518161475569
690,0x16980,92544
691,0xa8980,690560
692,0xac980,706944
693,0x1e983,125315
694,0x200980,2099584
695,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03577f9,115792089237316195423570985008687907852837564279074904382605163141518161442809
696,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd031f7fe,115792089237316195423570985008687907852837564279074904382605163141518161213438
697,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02f5801,115792089237316195423570985008687907852837564279074904382605163141518161041409
698,0x1298f,76175
699,0x8898f,559503
700,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02c3809,115792089237316195423570985008687907852837564279074904382605163141518160836617
701,0x9e9a3,649635
702,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02ef819,115792089237316195423570985008687907852837564279074904382605163141518161016857
703,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02bd81e,115792089237316195423570985008687907852837564279074904382605163141518160812062
704,0x769b0,485808
705,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd035d832,115792089237316195423570985008687907852837564279074904382605163141518161467442
706,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02af832,115792089237316195423570985008687907852837564279074904382605163141518160754738
707,0x849c0,543168
708,0x9c3,2499
709,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd033f839,115792089237316195423570985008687907852837564279074904382605163141518161344569
710,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd033383e,115792089237316195423570985008687907852837564279074904382605163141518161295422
711,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd032f842,115792089237316195423570985008687907852837564279074904382605163141518161279042
712,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd034d842,115792089237316195423570985008687907852837564279074904382605163141518161401922
713,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02c1842,115792089237316195423570985008687907852837564279074904382605163141518160828482
