Index,Candidate_Value_Hex,Candidate_Value_Dec
714,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0363842,115792089237316195423570985008687907852837564279074904382605163141518161492034
715,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02e5842,115792089237316195423570985008687907852837564279074904382605163141518160975938
716,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0317842,115792089237316195423570985008687907852837564279074904382605163141518161180738
717,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0359842,115792089237316195423570985008687907852837564279074904382605163141518161451074
718,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02bf849,115792089237316195423570985008687907852837564279074904382605163141518160820297
719,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd027b842,115792089237316195423570985008687907852837564279074904382605163141518160541762
720,0x6c9d8,444888
721,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02f3851,115792089237316195423570985008687907852837564279074904382605163141518161033297
722,0xca9e0,829920
723,0x3a9e3,240099
724,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02f1859,115792089237316195423570985008687907852837564279074904382605163141518161025113
725,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd034785e,115792089237316195423570985008687907852837564279074904382605163141518161377374
726,0x369f0,223728
727,0x2e9f8,190968
728,0x64a03,412163
729,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd032787e,115792089237316195423570985008687907852837564279074904382605163141518161246334
730,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0309881,115792089237316195423570985008687907852837564279074904382605163141518161123457
731,0x8a0f,35343
732,0xaaa0f,698895
733,0x10a18,68120
734,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0331891,115792089237316195423570985008687907852837564279074904382605163141518161287313
735,0xbca20,772640
736,0xc6a23,813603
737,0xa28,2600
738,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd036189e,115792089237316195423570985008687907852837564279074904382605163141518161483934
739,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03638a1,115792089237316195423570985008687907852837564279074904382605163141518161492129
740,0x92a30,600624
741,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd035b8a9,115792089237316195423570985008687907852837564279074904382605163141518161459369
742,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03558b2,115792089237316195423570985008687907852837564279074904382605163141518161434802
743,0xcea3f,846399
744,0x5ca3f,379455
745,0x2a3f,10815
746,0x28a3f,166463
747,0x9ca40,641600
748,0xd8a43,887363
749,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd034b8b9,115792089237316195423570985008687907852837564279074904382605163141518161393849
750,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02cf8b2,115792089237316195423570985008687907852837564279074904382605163141518160885938
751,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd034f8be,115792089237316195423570985008687907852837564279074904382605163141518161410238
752,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02838c1,115792089237316195423570985008687907852837564279074904382605163141518160574657
753,0x8ca50,576080
754,0x6a58,27224
755,0x4a63,19043
756,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03438d9,115792089237316195423570985008687907852837564279074904382605163141518161361113
757,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03218de,115792089237316195423570985008687907852837564279074904382605163141518161221854
758,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd028f8e9,115792089237316195423570985008687907852837564279074904382605163141518160623849
759,0xea78,60024
760,0x78a80,494208
761,0x2aa83,174723
762,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03638fe,115792089237316195423570985008687907852837564279074904382605163141518161492222
763,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd031b901,115792089237316195423570985008687907852837564279074904382605163141518161197313
764,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02fd902,115792089237316195423570985008687907852837564279074904382605163141518161074434
765,0xe6a8f,944783
766,0x4aa90,305808
767,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd035f902,115792089237316195423570985008687907852837564279074904382605163141518161475842
768,0xa8f,2703
769,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0341902,115792089237316195423570985008687907852837564279074904382605163141518161352962
770,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02a3902,115792089237316195423570985008687907852837564279074904382605163141518160705794
771,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0337909,115792089237316195423570985008687907852837564279074904382605163141518161312009
772,0xdea98,912024
773,0xaaa0,43680
774,0x46aa3,289443
775,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd032591e,115792089237316195423570985008687907852837564279074904382605163141518161238302
776,0x6aab8,436920
777,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0353932,115792089237316195423570985008687907852837564279074904382605163141518161426738
778,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02d5932,115792089237316195423570985008687907852837564279074904382605163141518160910642
779,0xb6ac0,748224
780,0x26ac3,158403
781,0x14ac8,84680
782,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd032393e,115792089237316195423570985008687907852837564279074904382605163141518161230142
783,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cceb65940,115792089237316195423570985008687907852837564279074904382605163141518136334656
784,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0363941,115792089237316195423570985008687907852837564279074904382605163141518161492289
785,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0363942,115792089237316195423570985008687907852837564279074904382605163141518161492290
786,0xacad0,707280
787,0xf2ad8,994008
788,0x80ae3,527075
789,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0363959,115792089237316195423570985008687907852837564279074904382605163141518161492313
790,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02a995e,115792089237316195423570985008687907852837564279074904382605163141518160730462
791,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0361969,115792089237316195423570985008687907852837564279074904382605163141518161484137
792,0xaf8,2808
793,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0315971,115792089237316195423570985008687907852837564279074904382605163141518161172849
794,0x18b03,101123
795,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd035d979,115792089237316195423570985008687907852837564279074904382605163141518161467769
796,0xc2b08,797448
797,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd028997e,115792089237316195423570985008687907852837564279074904382605163141518160599422
798,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd032b981,115792089237316195423570985008687907852837564279074904382605163141518161262977
799,0xcb0f,51983
800,0x2b10,11024
801,0x9ab0f,633615
802,0x52b23,338723
803,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd033d999,115792089237316195423570985008687907852837564279074904382605163141518161336729
804,0x54b28,346920
805,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd030b99e,115792089237316195423570985008687907852837564279074904382605163141518161131934
806,0x22b30,142128
807,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02b19b1,115792089237316195423570985008687907852837564279074904382605163141518160763313
808,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03639b2,115792089237316195423570985008687907852837564279074904382605163141518161492402
809,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02799b2,115792089237316195423570985008687907852837564279074904382605163141518160533938
810,0xd2b40,863040
811,0x20b43,133955
812,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03579be,115792089237316195423570985008687907852837564279074904382605163141518161443262
813,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03419c1,115792089237316195423570985008687907852837564279074904382605163141518161353153
814,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02d39c1,115792089237316195423570985008687907852837564279074904382605163141518160902593
815,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd012f9c1,115792089237316195423570985008687907852837564279074904382605163141518159182273
816,0x16b60,93024
817,0xb63,2915
818,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03519d9,115792089237316195423570985008687907852837564279074904382605163141518161418713
819,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02e79de,115792089237316195423570985008687907852837564279074904382605163141518160984542
820,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03599e1,115792089237316195423570985008687907852837564279074904382605163141518161451489
821,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02e19e9,115792089237316195423570985008687907852837564279074904382605163141518160959977
822,0x4b78,19320
823,0xb80,2944
824,0x50b80,330624
825,0x122b80,1190784
826,0x15eb80,1436544
827,0x38b83,232323
828,0x8b88,35720
829,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd03059fe,115792089237316195423570985008687907852837564279074904382605163141518161107454
830,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0339a01,115792089237316195423570985008687907852837564279074904382605163141518161320449
831,0x2cb8f,183183
832,0x1cb90,117648
833,0x56b8f,355215
834,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0363a09,115792089237316195423570985008687907852837564279074904382605163141518161492489
835,0x7ab98,502680
836,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd035fa11,115792089237316195423570985008687907852837564279074904382605163141518161476113
837,0x6ba3,27555
838,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd035ba1e,115792089237316195423570985008687907852837564279074904382605163141518161459742
839,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02cda21,115792089237316195423570985008687907852837564279074904382605163141518160878113
840,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0301a29,115792089237316195423570985008687907852837564279074904382605163141518161091113
841,0x12bb8,76728
842,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd033ba31,115792089237316195423570985008687907852837564279074904382605163141518161328689
843,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0361a32,115792089237316195423570985008687907852837564279074904382605163141518161484338
844,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0293a32,115792089237316195423570985008687907852837564279074904382605163141518160640562
845,0xf0bc0,986048
846,0xaebc3,715715
847,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0313a3e,115792089237316195423570985008687907852837564279074904382605163141518161164862
848,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd029fa41,115792089237316195423570985008687907852837564279074904382605163141518160689729
849,0xbd0,3024
850,0x68be0,429024
851,0x2be3,11235
852,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd030da59,115792089237316195423570985008687907852837564279074904382605163141518161140313
853,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0363a5e,115792089237316195423570985008687907852837564279074904382605163141518161492574
854,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02d9a61,115792089237316195423570985008687907852837564279074904382605163141518160927329
855,0x1abf8,109560
856,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0349a71,115792089237316195423570985008687907852837564279074904382605163141518161386097
857,0x90c03,592899
858,0x40c08,265224
859,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02fba7e,115792089237316195423570985008687907852837564279074904382605163141518161066622
860,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0345a81,115792089237316195423570985008687907852837564279074904382605163141518161369729
861,0x24c0f,150543
862,0x62c0f,404495
863,0x98c10,625680
864,0x3ec18,257048
865,0xf03ff,984063
866,0x5ec20,388128
867,0x10c23,68643
868,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0355a99,115792089237316195423570985008687907852837564279074904382605163141518161435289
869,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02dda9e,115792089237316195423570985008687907852837564279074904382605163141518160943774
870,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd034daa1,115792089237316195423570985008687907852837564279074904382605163141518161402529
871,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0311aa9,115792089237316195423570985008687907852837564279074904382605163141518161156777
872,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0363ab1,115792089237316195423570985008687907852837564279074904382605163141518161492657
873,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0335ab2,115792089237316195423570985008687907852837564279074904382605163141518161304242
874,0x4ec3f,322623
875,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd030fab2,115792089237316195423570985008687907852837564279074904382605163141518161148594
876,0xc3f,3135
877,0x32c3f,207935
878,0xac43,44099
879,0xe4c3f,937023
880,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0281ab9,115792089237316195423570985008687907852837564279074904382605163141518160566969
881,0x1ec48,126024
882,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd035dabe,115792089237316195423570985008687907852837564279074904382605163141518161468094
883,0x58c58,363608
884,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd031dad1,115792089237316195423570985008687907852837564279074904382605163141518161205969
885,0xec63,60515
886,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0297ad9,115792089237316195423570985008687907852837564279074904382605163141518160657113
887,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd029bade,115792089237316195423570985008687907852837564279074904382605163141518160673502
888,0x86c70,552048
889,0x42c78,273528
890,0x30c80,199808
891,0x48c83,298115
892,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0361af9,115792089237316195423570985008687907852837564279074904382605163141518161484537
893,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02b3afe,115792089237316195423570985008687907852837564279074904382605163141518160771838
894,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd034fb01,115792089237316195423570985008687907852837564279074904382605163141518161410817
895,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0277b02,115792089237316195423570985008687907852837564279074904382605163141518160526082
896,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0319b02,115792089237316195423570985008687907852837564279074904382605163141518161189634
897,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0363b02,115792089237316195423570985008687907852837564279074904382605163141518161492738
898,0x4c8f,19599
899,0xbec8f,781455
900,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd032db02,115792089237316195423570985008687907852837564279074904382605163141518161271554
901,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0347b09,115792089237316195423570985008687907852837564279074904382605163141518161378057
902,0x34ca0,216224
903,0xb8ca3,756899
904,0x3cca8,249000
905,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd035fb1e,115792089237316195423570985008687907852837564279074904382605163141518161476382
906,0xcb0,3248
907,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0056d01,115792089237316195423570985008687907852837564279074904382605163141518158294273
908,0x2cb8,11448
909,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0329b31,115792089237316195423570985008687907852837564279074904382605163141518161255217
910,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd034bb32,115792089237316195423570985008687907852837564279074904382605163141518161394482
911,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02e9b32,115792089237316195423570985008687907852837564279074904382605163141518160993074
912,0x8acc3,568515
913,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0353b39,115792089237316195423570985008687907852837564279074904382605163141518161427257
914,0xeecc8,978120
915,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd033fb3e,115792089237316195423570985008687907852837564279074904382605163141518161345342
916,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02d3b41,115792089237316195423570985008687907852837564279074904382605163141518160902977
917,0xdccd0,904400
918,0xccd8,52440
919,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0363b51,115792089237316195423570985008687907852837564279074904382605163141518161492817
920,0xd6ce3,879843
921,0xb0ce8,724200
922,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02cbb5e,115792089237316195423570985008687907852837564279074904382605163141518160870238
923,0x6cf0,27888
924,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02abb69,115792089237316195423570985008687907852837564279074904382605163141518160739177
925,0x7ccf8,511224
926,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0363b70,115792089237316195423570985008687907852837564279074904382605163141518161492848
927,0x8d03,36099
928,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0359b7e,115792089237316195423570985008687907852837564279074904382605163141518161451902
929,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0357b81,115792089237316195423570985008687907852837564279074904382605163141518161443713
930,0x14d0f,85263
931,0x82d0f,535823
932,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd035bb91,115792089237316195423570985008687907852837564279074904382605163141518161460113
933,0xd23,3363
934,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02a5b99,115792089237316195423570985008687907852837564279074904382605163141518160714649
935,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0363b9e,115792089237316195423570985008687907852837564279074904382605163141518161492894
936,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd028dbb1,115792089237316195423570985008687907852837564279074904382605163141518160616369
937,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0343bb2,115792089237316195423570985008687907852837564279074904382605163141518161361842
938,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02f9bb2,115792089237316195423570985008687907852837564279074904382605163141518161058738
939,0x17ed40,1568064
940,0x70d40,462144
941,0x2d40,11584
942,0x34d40,216384
943,0x278d40,2592064
944,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0333bb9,115792089237316195423570985008687907852837564279074904382605163141518161296313
945,0x106d40,1076544
946,0x96d43,617795
947,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0361bbe,115792089237316195423570985008687907852837564279074904382605163141518161484734
948,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd035dbc1,115792089237316195423570985008687907852837564279074904382605163141518161468353
949,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0277bc1,115792089237316195423570985008687907852837564279074904382605163141518160526273
950,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd01c3bc1,115792089237316195423570985008687907852837564279074904382605163141518159788993
951,0x66d50,421200
952,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0307bd1,115792089237316195423570985008687907852837564279074904382605163141518161116113
953,0x4cd60,314720
954,0x2ed63,191843
955,0x44d68,281960
956,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0287bde,115792089237316195423570985008687907852837564279074904382605163141518160591838
957,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd032fbe1,115792089237316195423570985008687907852837564279074904382605163141518161279969
958,0x28d70,167280
959,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0363be9,115792089237316195423570985008687907852837564279074904382605163141518161492969
960,0xc8d78,822648
961,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0341bf1,115792089237316195423570985008687907852837564279074904382605163141518161353713
962,0x30d80,200064
963,0x76d80,486784
964,0x26ad80,2534784
965,0x5ad83,372099
966,0x18d80,101760
967,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0351bfe,115792089237316195423570985008687907852837564279074904382605163141518161419262
968,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0309c01,115792089237316195423570985008687907852837564279074904382605163141518161124353
969,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd031dc01,115792089237316195423570985008687907852837564279074904382605163141518161206273
970,0xccd8f,839055
971,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd035dc01,115792089237316195423570985008687907852837564279074904382605163141518161468417
972,0x2d8f,11663
973,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0237c01,115792089237316195423570985008687907852837564279074904382605163141518160264193
974,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd020fc01,115792089237316195423570985008687907852837564279074904382605163141518160100353
975,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd00b1c01,115792089237316195423570985008687907852837564279074904382605163141518158666753
976,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0075c01,115792089237316195423570985008687907852837564279074904382605163141518158420993
977,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02e3c09,115792089237316195423570985008687907852837564279074904382605163141518160968713
978,0xd98,3480
979,0x36da3,224675
980,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02b5c19,115792089237316195423570985008687907852837564279074904382605163141518160780313
981,0x4da8,19880
982,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0331c1e,115792089237316195423570985008687907852837564279074904382605163141518161288222
983,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd031fc21,115792089237316195423570985008687907852837564279074904382605163141518161214497
984,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd035fc29,115792089237316195423570985008687907852837564279074904382605163141518161476649
985,0x3adb8,241080
986,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0363c32,115792089237316195423570985008687907852837564279074904382605163141518161493042
987,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0275c32,115792089237316195423570985008687907852837564279074904382605163141518160518194
988,0x16dc3,93635
989,0x2adc8,175560
990,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02ebc3e,115792089237316195423570985008687907852837564279074904382605163141518161001534
991,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02ffc41,115792089237316195423570985008687907852837564279074904382605163141518161083457
992,0x26de0,159200
993,0x12de3,77283
994,0xade8,44520
995,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0337c5e,115792089237316195423570985008687907852837564279074904382605163141518161312862
996,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd0327c61,115792089237316195423570985008687907852837564279074904382605163141518161247329
997,0xecdf0,970224
998,0xfffffffffffffffffffffffffffffffebaaedce6af48a03bbfd25e8cd02c9c69,115792089237316195423570985008687907852837564279074904382605163141518160862313
999,0xc4e03,806403
