timestamp,height,hash,time,time_formatted,size,weight,difficulty,transaction_count,total_output_btc,estimated_fees_btc,nonce,bits,merkle_root,prev_block
2026-08-23T00:08:22.779087,800000,00000000000000000002a7c4c1e48d76c5a37902165a270156b7a8d72728a054,1690168629,2023-07-24 03:17:09,1634536,3992881,,3721,1913.01976842,-43.6131232,106861918,386218132,91f01a00530c8c83617190048ea8b0814d506cf24dfdbcf8893f8f0cab7f0855,000000000000000000012117ad9f72c1c0e42227c2d042dca23e6b96bd9fbb55
