timestamp,address,balance_btc,balance_satoshi,utxo_count,last_updated
2026-08-23T00:08:23.060281,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,0.08492813,8492813,250,2026-08-23T00:08:23.046939
