timestamp,address,utxo_index,tx_hash,tx_output_n,value_btc,value_satoshi,confirmations,script
2026-08-23T00:08:23.057126,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,58,d6d00b3357918152ecc511b74554fd74e4e310434b75ef96da1329fe9ace0c78,0,0.00046,46000,378,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057128,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,59,745bcd6375844c4fec83b2bc62a206b7cef065b04074f24eb83a2ef10cd08ea0,0,5.46e-06,546,386,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057130,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,60,c19ed7cc5f8431f83c61f6afb868484889d00c207d714bfad06fe3ce2dece44c,3,0.07167419,7167419,387,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057133,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,61,1cd6de9451fc5c2475531be0eedacfad1323a3be9e192e2a53e3660202590d3c,0,5.46e-06,546,393,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057135,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,62,04d11cdb97b26dad9597dd4622f21beca3ec42a78de012719db036a446a038be,0,5.46e-06,546,398,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057137,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,63,d86bdcbcac4fc73ddc6a7383d85ad902e09333ba9a26f67a41b5908f33757476,1,7.77e-06,777,399,4104678afdb0fe5548271967f1a67130b7105cd6a828e03909a67962e0ea1f61deb649f6bc3f4cef38c4f35504e51ec112de5c384df7ba0b8d578a4c702b6bf11d5fac
2026-08-23T00:08:23.057139,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,64,9c6010e3543b238bc389574b96c966b1b82689154905c0f33e2f657d7b20ed23,0,5.46e-06,546,404,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057143,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,65,6dcefec449fba7b9dfb437991406772a3a360554396e18cd31f858a7ed2d6ae5,0,1e-05,1000,409,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057145,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,66,35ce7a9f7eb53da2b0e6087840afce043e4dcdfb636f97cc7ac278d9ff2fe19c,1,5.46e-06,546,441,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057147,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,67,79cc531c81fb8e10af601c359380d20fe6a3fea1ad2084eaa4d2c10e73ae6eea,0,5.46e-06,546,464,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057149,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,68,37f140f6e9297c49081714774f06f3698fc5c1a87efe69703ccb2212a007076e,0,5.46e-06,546,468,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057151,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,69,37f140f6e9297c49081714774f06f3698fc5c1a87efe69703ccb2212a007076e,1,5.46e-06,546,468,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057154,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,70,ab05189b0d6c27c3a8eb7b84d18d28aabcfe51e5f73578106e14c8902a4601d2,0,5.46e-06,546,469,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057156,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,71,ececf361a9636a4815638ba10630556fc4197344ccee25a95ef804af0f561ca3,0,5.46e-06,546,469,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057158,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,72,66c4afc502e7167dcc6c72f3c4e802c2c6ca9d91d76f9ef9c667e82a384f9511,0,5.46e-06,546,469,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057160,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,73,304be448f59f08602dbadd13942ca9eb3031bdc86bfc3f3cf147b1c6f39fc39a,0,5.46e-06,546,480,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057162,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,74,9452bcb757d0863418539fad56e1f0a33baaa3831706bf0585d47381eef51427,0,5.46e-06,546,483,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057164,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,75,4a3a8cf2978e97c7d6f1906388795e4b58d762a8075a89b2bc366cbf822ca62b,0,5.46e-06,546,485,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057166,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,76,afbbdd3c602da390fec3d9bc5fa742cc35f304aaebffa9b2f79601197d654dc3,0,5.46e-06,546,498,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057168,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,77,a3c034c2cd1cf37ef6deb39ec26d8dcd32100362ff5b2c8b66fd44d128cc819d,0,5.46e-06,546,498,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057170,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,78,0b151ec62e3c38ae65173d7d856734d26deab436b2ab97d950739a763817db34,0,5.46e-06,546,499,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057173,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,79,3d1ccdfa73ba25bca7ab959b0635c7ddbeea0bfed00e1cf37eb34b6038709415,0,5.46e-06,546,499,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057174,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,80,3d1ccdfa73ba25bca7ab959b0635c7ddbeea0bfed00e1cf37eb34b6038709415,1,5.46e-06,546,499,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057176,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,81,3d1ccdfa73ba25bca7ab959b0635c7ddbeea0bfed00e1cf37eb34b6038709415,2,5.46e-06,546,499,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057178,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,82,2f509182e32ec826f31ee37d823f780db76526da76f036ae5256ecea486d7fb6,0,5.46e-06,546,511,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057180,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,83,34f8cf650eaa7828608e0981f4c2e572d50c512babb80e150eeedfee771539b9,0,5.46e-06,546,524,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057182,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,84,ae0140129833d3184e1b8ad07b672c6ff56b18d6ce44917e4f347ff5d526ca6e,0,5.46e-06,546,529,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057184,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,85,33e626d3f05e5c4739eeee51455a3ca7f5029c28fc0a64b5449d3afd4968ec69,0,5.46e-06,546,529,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057186,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,86,1d463ba87dc6df6b1ac36e78c26c2441e69b38d3b4b58e38c3c9ab4b2327f32e,0,5.46e-06,546,540,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057189,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,87,81b53e6cf7c8266194ca6cbb355231435b65d80b2c18f59e4b02329843ff59c2,0,5.46e-06,546,540,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057190,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,88,af463f414fd4d24f1dc82071adfe2e96eb1ab189bd4187793886bfa6fed242ff,0,5.46e-06,546,545,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057192,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,89,b101ef82f183107bb40979f7d5a88406e6530dbb254e8fbdcf239b1611c82fe0,0,5.46e-06,546,545,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057194,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,90,0887f3d8586dcaa43cf7b623559833b856186f58939fdd6b72cb89c8570e63d1,0,5.46e-06,546,545,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057196,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,91,34d8a58470184f553d65f9a6c30e71ea3be9da3792e307e2c4f16da29f5330cc,0,5.46e-06,546,545,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057204,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,92,3d6d9863149800fa85c42a3832d92b395d11a0535c82ee08332b8c2bfdebe897,0,5.46e-06,546,545,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057207,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,93,53502af34a4dedf561f775fe65b1887c8b8e9abbb5ea5e55749b99967aa2578c,0,5.46e-06,546,545,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057209,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,94,592d8d38e6ef49da0d32523212c2d39dc90de02db671eb3cb11f71881bf6e188,0,5.46e-06,546,545,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
2026-08-23T00:08:23.057211,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,95,55a1e4a01818fb7302d2064a2cbd8c58853121cbf4d1cc647bc1d3ff2a0a3b7f,0,5.46e-06,546,545,76a91462e907b15cbf27d5425399ebf6f0fb50ebb88f1888ac
